"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL2420586";"";"None";"326.36";"0";"2.30";"16";"O=C(O)c1ccc2c(c1)nc(N[C@H]1CC[C@H](O)CC1)c1nccn12";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"17.85";"0.33";"3.52";"5.84";"0";"CHEMBL2424261";"Inhibition of human recombinant histidine-tagged full-length JNK1 expressed in insect cells using GST-tagged MAP2K7 as substrate after 1 hr by luminescence plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417377";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL377578";"";"None";"388.47";"0";"1.11";"34";"CCOc1nc(NC(=O)CN2CCC(C(=O)NC(C)C)CC2)cc(N)c1C#N";"IC50";"'='";"87.0";"nM";"7.06";"";"";"UO_0000065";"18.18";"0.34";"5.95";"5.29";"0";"CHEMBL860181";"Inhibition of JNK1-mediated ATF2 phosphorylation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148638";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL2376915";"";"None";"475.98";"0";"4.48";"5g";"O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1";"IC50";"'='";"750.0";"nM";"6.12";"";"";"UO_0000065";"12.87";"0.25";"1.64";"8.58";"0";"CHEMBL2379719";"Inhibition of JNK1 (unknown origin)-mediated ATF2 Thr71 phosphorylation by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375283";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL3577877";"";"None";"412.54";"0";"3.34";"22";"CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C4CCCC4)c3n2)CC1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"19.77";"0.37";"4.81";"8.08";"0";"CHEMBL3578953";"Inhibition of JNK1 (unknown origin) using biotinylated FL-ATF-2 as substrate after 1 hr by homogeneous time-resolved fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3576797";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";""
"CHEMBL393861";"";"None";"398.90";"0";"2.90";"25";"CNCC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1";"IC50";"'='";"67.0";"nM";"7.17";"";"";"UO_0000065";"17.98";"0.35";"4.27";"8.35";"0";"CHEMBL886370";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139954";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL248176";"";"None";"398.90";"0";"3.88";"6";"CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"19.77";"0.38";"4.01";"9.18";"0";"CHEMBL886370";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139954";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL1822135";"";"None";"482.29";"1";"5.04";"22";"O=C(Cc1cccc2ncc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"15.92";"0.36";"2.64";"9.19";"0";"CHEMBL1825598";"Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821697";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL1822153";"";"None";"433.29";"0";"3.48";"52";"O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncco1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"18.82";"0.43";"4.67";"9.23";"0";"CHEMBL1825598";"Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821697";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL377383";"";"None";"383.86";"0";"2.05";"2";"CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"19.85";"0.42";"5.57";"6.84";"1";"CHEMBL902320";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138387";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL391502";"";"None";"436.49";"0";"2.70";"9f";"CCOc1nc(C(=O)NCc2ccc(S(=O)(=O)c3ccccc3)cc2)cc(N)c1C#N";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"15.78";"0.30";"4.19";"5.09";"0";"CHEMBL902320";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138387";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL220810";"";"None";"431.48";"0";"-0.05";"35";"CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCNC(N)=O)n2)cc1";"IC50";"'='";"92.9";"nM";"7.03";"";"";"UO_0000065";"16.30";"0.32";"7.08";"3.64";"0";"CHEMBL990582";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149794";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL459753";"";"None";"493.54";"0";"4.02";"4";"COc1ccc(OCCCN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1";"IC50";"'='";"631.0";"nM";"6.20";"";"";"UO_0000065";"12.56";"0.24";"2.18";"4.75";"0";"CHEMBL1033173";"Inhibition of His-tagged JNK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154536";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL220749";"";"None";"435.51";"0";"2.48";"33";"CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCc3ccccc3)n2)cc1";"IC50";"'='";"820.35";"nM";"6.09";"";"";"UO_0000065";"13.97";"0.27";"3.61";"4.41";"0";"CHEMBL990582";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149794";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL220658";"";"None";"385.45";"0";"1.44";"30";"CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NC3CC3)n2)cc1";"IC50";"'='";"31.99";"nM";"7.50";"";"";"UO_0000065";"19.44";"0.38";"6.05";"5.43";"0";"CHEMBL990582";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149794";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL106966";"";"None";"418.46";"0";"2.87";"26";"COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)c2cc1OC";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL820292";"Inhibition of c-Jun N-terminal kinase 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135502";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";""
"CHEMBL261413";"";"None";"556.08";"1";"4.72";"17b";"CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(S(C)(=O)=O)n(CCC(C)(C)O)n1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"14.39";"0.29";"3.28";"7.19";"0";"CHEMBL921935";"Inhibition of human JNK1 by radiometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144699";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";""
"CHEMBL2334292";"";"None";"357.42";"0";"2.78";"28";"O=c1[nH]c([C@@H]2CNC[C@H]2c2ccccc2)nc2ccc(-c3cn[nH]c3)cc12";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2346256";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331421";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL1784660";"";"None";"271.32";"0";"4.09";"23";"c1ccc2cc(-c3ccnn3-c3ccncc3)ccc2c1";"IC50";"'='";"41900.0";"nM";"4.38";"";"";"UO_0000065";"16.14";"0.28";"0.29";"14.26";"0";"CHEMBL1785343";"Inhibition of JNK1 by TR-FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781927";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL3355183";"";"None";"410.87";"0";"2.87";"26p";"O=C(Nc1cnn(-c2cccc(C(=O)NC3CNC3)c2)c1)Nc1ccccc1Cl";"IC50";"'='";"1873.0";"nM";"5.73";"";"";"UO_0000065";"13.94";"0.27";"2.86";"5.72";"0";"CHEMBL3372266";"Inhibition of JNK1 (unknown origin) after 1 hr by homogeneous time-resolved fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352539";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";""
"CHEMBL218194";"";"None";"387.47";"0";"1.69";"29";"CC(C)Nc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N";"IC50";"'='";"66.99";"nM";"7.17";"";"";"UO_0000065";"18.51";"0.36";"5.48";"5.20";"0";"CHEMBL990582";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149794";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL513897";"GSK-994854A";"None";"481.60";"1";"5.35";"1";"CCCN1CCC=C(c2ccc(Nc3nc(Nc4ccccc4C(N)=O)c4cc[nH]c4n3)c(C)c2)C1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"16.45";"0.30";"2.57";"7.07";"0";"CHEMBL955913";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL187845";"";"None";"337.81";"1";"5.06";"3";"O=C(NCc1ccccc1Cl)c1ccccc1Oc1ccccc1";"IC50";"'='";"3162.28";"nM";"5.50";"";"";"UO_0000065";"16.28";"0.31";"0.44";"14.35";"0";"CHEMBL831665";"Negative log of inhibitory concentration determined against c-Jun N-terminal kinase (Activity reported against the isolated JNK-1 enzyme)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140363";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL2392829";"";"None";"468.63";"0";"3.68";"7e";"CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCCCC5)cccc43)n2)CC1";"IC50";"'='";"94.0";"nM";"7.03";"";"";"UO_0000065";"14.99";"0.29";"3.35";"7.63";"0";"CHEMBL2393735";"Inhibition of human JNK1alpha1 using GST-tagged ATF2 as substrate preincubated for 10 mins prior to substrate addition measured after 30 mins by microplate scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390842";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL2392827";"";"None";"536.66";"1";"2.26";"7c";"CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(C(=O)CC#N)CC5)cccc43)n2)CC1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"15.47";"0.30";"6.04";"6.09";"0";"CHEMBL2393735";"Inhibition of human JNK1alpha1 using GST-tagged ATF2 as substrate preincubated for 10 mins prior to substrate addition measured after 30 mins by microplate scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390842";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL2376921";"";"None";"432.53";"1";"6.64";"5m";"Cc1cccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5C)ccc43)c2)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2379719";"Inhibition of JNK1 (unknown origin)-mediated ATF2 Thr71 phosphorylation by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375283";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL2376927";"";"None";"476.97";"0";"3.88";"6a";"O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)n1";"IC50";"'='";"7010.0";"nM";"5.15";"";"";"UO_0000065";"10.81";"0.21";"1.27";"6.11";"0";"CHEMBL2379719";"Inhibition of JNK1 (unknown origin)-mediated ATF2 Thr71 phosphorylation by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375283";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL2376931";"";"None";"476.97";"0";"3.88";"6e";"O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ncc32)c1";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"12.34";"0.24";"2.01";"6.98";"0";"CHEMBL2379719";"Inhibition of JNK1 (unknown origin)-mediated ATF2 Thr71 phosphorylation by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375283";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL1288186";"";"None";"343.33";"0";"3.73";"14";"COC(=O)c1sccc1NC(=O)Cc1ccc(C(F)(F)F)cc1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"16.60";"0.34";"1.97";"10.29";"0";"CHEMBL1291185";"Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287787";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
"CHEMBL1288069";"";"None";"327.41";"0";"3.64";"53";"COc1ccc(CC(=O)Nc2ccsc2-c2c[nH]c(C)n2)cc1";"IC50";"'='";"23400.0";"nM";"4.63";"";"";"UO_0000065";"14.14";"0.27";"0.99";"6.91";"0";"CHEMBL1291185";"Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287787";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
"CHEMBL1288159";"";"None";"347.40";"0";"3.33";"60";"O=C(Cc1cccc2cnccc12)Nc1scnc1-c1cnccn1";"IC50";"'='";"410.0";"nM";"6.39";"";"";"UO_0000065";"18.39";"0.35";"3.06";"7.92";"0";"CHEMBL1291185";"Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287787";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
"CHEMBL3674694";"";"None";"559.72";"1";"3.43";"BDBM102572";"CC(=O)N1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](C(=O)N4CCC(O)CC4)CC3)n2)[C@H](C)C1";"IC50";"'='";"137.6";"nM";"6.86";"";"220140";"UO_0000065";"12.26";"0.23";"3.43";"6.42";"0";"CHEMBL3705344";"In Vitro Inhibition Assay: JNK activity was measured by phosphorylation of GST-ATF2 (19-96) with [gamma-33P] ATP.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638640";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3674700";"";"None";"473.58";"0";"2.95";"BDBM102578";"N#CCC(=O)N1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](CO)CC3)n2)CC1";"IC50";"'='";"12.8";"nM";"7.89";"";"220146";"UO_0000065";"16.67";"0.31";"4.94";"7.16";"0";"CHEMBL3705344";"In Vitro Inhibition Assay: JNK activity was measured by phosphorylation of GST-ATF2 (19-96) with [gamma-33P] ATP.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638640";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL1822145";"";"None";"466.27";"0";"3.53";"41";"O=C(Cn1c(=O)ccc2cc(F)c(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"18.28";"0.42";"4.99";"9.20";"0";"CHEMBL1825598";"Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821697";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL207051";"";"None";"292.73";"0";"1.28";"7k";"Cn1nc(CCN)c2c(=O)c3cc(Cl)ccc3n(O)c21";"IC50";"'='";"2830.0";"nM";"5.55";"";"";"UO_0000065";"18.95";"0.38";"4.27";"6.45";"0";"CHEMBL866909";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147685";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL208174";"";"None";"291.74";"0";"2.90";"7d";"CC(C)c1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O";"IC50";"'='";"2640.0";"nM";"5.58";"";"";"UO_0000065";"19.12";"0.38";"2.68";"9.29";"0";"CHEMBL866909";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147685";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL207138";"";"None";"277.71";"0";"2.34";"7a";"CCc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O";"IC50";"'='";"960.0";"nM";"6.02";"";"";"UO_0000065";"21.67";"0.43";"3.68";"10.02";"0";"CHEMBL866909";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147685";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL244793";"";"None";"324.31";"0";"3.80";"14a";"O=C(O)c1ccccc1Nc1nc(Nc2ccccc2)ncc1F";"IC50";"'='";"82.0";"nM";"7.09";"";"";"UO_0000065";"21.85";"0.40";"3.29";"8.13";"0";"CHEMBL905885";"Inhibition at human JNK1 at 1uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143787";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL243088";"";"None";"322.32";"0";"3.37";"8c";"O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"23.59";"0.43";"4.23";"7.08";"0";"CHEMBL905885";"Inhibition at human JNK1 at 1uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143787";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL1923184";"";"None";"305.34";"0";"3.72";"3";"NC(=O)c1ccccc1Nc1ccnc(Oc2ccccc2)c1";"IC50";"'='";"330.0";"nM";"6.48";"";"";"UO_0000065";"21.23";"0.38";"2.76";"8.39";"0";"CHEMBL1925288";"Inhibition of JNK1 using biotinylated-ATF2 as substrate by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1921763";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL1923200";"";"None";"423.39";"1";"5.89";"10m";"NC(=O)c1ccccc1Nc1cc(Oc2ccc3ccccc3c2)ncc1C(F)(F)F";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1925288";"Inhibition of JNK1 using biotinylated-ATF2 as substrate by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1921763";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL203631";"";"None";"420.49";"1";"5.17";"12";"CO[C@H]1CC[C@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1";"IC50";"'='";"1280.0";"nM";"5.89";"";"";"UO_0000065";"14.01";"0.26";"0.72";"7.74";"0";"CHEMBL862177";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139041";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
