,SMILES,Scaffold,R-groups,ro_gen_design,struc_alerts,macrocycle,dundee_matches
636,CN(C)c1ccccc1NC(=O)n1cc(CNC(=O)[N+](C)(C)Cl)c(=O)c2ccc(Cl)cc21,n1([*])c2c(ccc(Cl)c2)c(=O)c(CNC([*])=O)c1,c1cc(Cl)ccc1C(=O)*|c1ccc(OC)c(N*)c1,True,False,True,['N-halo']
637,O=C(NCc1cn(C(=O)C2CC2)c2cc(Cl)ccc2c1=O)Nc1cnc(Cl)c(Cl)c1,N(Cc1c(=O)c2ccc(Cl)cc2n([*])c1)C(=O)[*],*C(C1CC1)=O|Clc1c(Cl)cc(N*)cn1,True,False,True,['2-halo pyridine']
638,CC(N)=NC(=O)n1cc(CNC(=O)NC2CCCCC2)c(=O)c2ccc(Cl)cc21,N(Cc1c(=O)c2ccc(Cl)cc2n([*])c1)C(=O)[*],C(C)(N)=NC(*)=O|C1CC(N*)CCC1,True,False,True,['imine']
639,CC(=NNC(=O)NCc1cn(C(=O)C2CCCCC2)c2cc(Cl)ccc2c1=O)c1ccc(C)s1,N(Cc1c(=O)c2ccc(Cl)cc2n([*])c1)C(=O)[*],C1CCC(C(=O)*)CC1|s1c(C)ccc1C(=NN*)C,True,False,True,['Oxygen-nitrogen single bond']
640,O=C(NCc1cn(C(=O)S)c2cc(Cl)ccc2c1=O)NC1CCCCCC1,N(Cc1c(=O)c2ccc(Cl)cc2n([*])c1)C(=O)[*],O=C(*)S|C1C(N*)CCCCC1,True,False,True,"['thioester', 'thiol']"
641,O=C(NCc1cn(C(=O)c2cccnc2Cl)c2cc(Cl)ccc2c1=O)Nc1ccccc1Br,N(Cc1c(=O)c2ccc(Cl)cc2n([*])c1)C(=O)[*],c1(C(*)=O)cccnc1Cl|c1(Br)ccccc1N*,True,False,True,['2-halo pyridine']
642,C#Cc1ccc(-c2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)cc1,c12ncsc1ccc(C(NCc1cn(-c3ccccc3)c3cc([*])ccc3c1=O)=O)c2,*c1ccc(C#C)cc1,False,False,True,['triple bond']
643,O=C(NCc1cn(-c2ccccc2)c2cc(C#CCNC3CC3)ccc2c1=O)c1ccc2scnc2c1,c12ncsc1ccc(C(NCc1cn(-c3ccccc3)c3cc([*])ccc3c1=O)=O)c2,C1CC1NCC#C*,False,False,True,['triple bond']
644,O=C(NCc1cn(-c2ccccc2)c2cc(C#CC3CCCO3)ccc2c1=O)c1ccc2scnc2c1,c12ncsc1ccc(C(NCc1cn(-c3ccccc3)c3cc([*])ccc3c1=O)=O)c2,O1CCCC1C#C*,False,False,True,['triple bond']
645,C[S+]([O-])c1ccc(-c2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)cc1,c12ncsc1ccc(C(NCc1cn(-c3ccccc3)c3cc([*])ccc3c1=O)=O)c2,c1cc([S+]([O-])C)ccc1*,False,False,True,['charged oxygen or sulfur atoms']
646,O=C(NCc1cn(-c2ccccc2)c2cc(C#Cc3ncc[nH]3)ccc2c1=O)c1ccc2scnc2c1,c12ncsc1ccc(C(NCc1cn(-c3ccccc3)c3cc([*])ccc3c1=O)=O)c2,n1cc[nH]c1C#C*,False,False,True,['triple bond']
647,O=C(Nc1cn[nH]c1)C(=O)n1cc(CNC(=O)c2ccc3scnc3c2)c(=O)c2ccc(Cl)cc21,s1c2ccc(C(=O)NCc3cn([*])c4cc(Cl)ccc4c3=O)cc2nc1,*C(=O)C(=O)Nc1c[nH]nc1,True,False,True,['diketo group']
648,O=C(NCc1cn(C(=O)c2ccc3c(c2)CCCCCO3)c2cc(Cl)ccc2c1=O)c1ccc2scnc2c1,s1c2ccc(C(=O)NCc3cn([*])c4cc(Cl)ccc4c3=O)cc2nc1,C1CCCCOc2ccc(C(*)=O)cc12,False,True,False,[]
649,C#Cc1ccc(C(=O)n2cc(CNC(=O)c3ccc4scnc4c3)c(=O)c3ccc(Cl)cc32)cc1,s1c2ccc(C(=O)NCc3cn([*])c4cc(Cl)ccc4c3=O)cc2nc1,O=C(c1ccc(C#C)cc1)*,False,False,True,['triple bond']
650,O=C(NCc1cn(C(=O)c2ccc(Cl)cc2[N+](=O)[O-])c2cc(Cl)ccc2c1=O)c1ccc2scnc2c1,s1c2ccc(C(=O)NCc3cn([*])c4cc(Cl)ccc4c3=O)cc2nc1,c1cc(C(=O)*)c([N+]([O-])=O)cc1Cl,False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
651,CCNC(=O)NCc1cn(C(=O)c2cccnc2Cl)c2cc(Cl)ccc2c1=O,C(=O)([*])NCc1cn([*])c2cc(Cl)ccc2c1=O,*NCC|c1nc(Cl)c(C(*)=O)cc1,True,False,True,['2-halo pyridine']
652,CC=CC(=O)n1cc(CNC(=O)NCC(Cl)(Cl)Cl)c(=O)c2ccc(Cl)cc21,C(=O)([*])NCc1cn([*])c2cc(Cl)ccc2c1=O,C(Cl)(CN*)(Cl)Cl|C(=O)(C=CC)*,True,False,True,['alkyl halide']
653,CC(C)NC(=O)n1cc(CNC(=O)NCCCl)c(=O)c2ccc(Cl)cc21,C(=O)([*])NCc1cn([*])c2cc(Cl)ccc2c1=O,C(Cl)CN*|CC(NC(*)=O)C,True,False,True,['alkyl halide']
654,CCOC(=O)NCc1cn(C(=O)c2cc(Cl)nc(Cl)c2)c2cc(Cl)ccc2c1=O,C(=O)([*])NCc1cn([*])c2cc(Cl)ccc2c1=O,C(O*)C|c1(Cl)cc(C(*)=O)cc(Cl)n1,True,False,True,['2-halo pyridine']
655,CSC(=O)NCc1cn(C(=O)Nc2cc(C(=O)N(C)C3CCCCC3)ccc2C)c2cc(Cl)ccc2c1=O,C(=O)([*])NCc1cn([*])c2cc(Cl)ccc2c1=O,CS*|N(C(c1cc(NC(*)=O)c(C)cc1)=O)(C)C1CCCCC1,False,False,True,['thioester']
656,O=C(NCc1cn(C(=O)c2ccc(C(=O)O)cc2)c2cc(Cl)ccc2c1=O)C(=O)c1ccc(Cl)c(Cl)c1,C(=O)([*])NCc1cn([*])c2cc(Cl)ccc2c1=O,c1(C(*)=O)ccc(Cl)c(Cl)c1|*C(=O)c1ccc(C(=O)O)cc1,True,False,True,['diketo group']
657,O=C(NCc1ccccc1)NCc1cn(C(=O)C(Cl)Cl)c2cc(Cl)ccc2c1=O,C(=O)([*])NCc1cn([*])c2cc(Cl)ccc2c1=O,c1c(CN*)cccc1|C(*)(=O)C(Cl)Cl,True,False,True,['alkyl halide']
658,O=C(NCc1cn(C(=O)c2ccc([N+](=O)[O-])cc2)c2cc(Cl)ccc2c1=O)Nc1ccc(Cl)cc1,C(=O)([*])NCc1cn([*])c2cc(Cl)ccc2c1=O,c1cc(N*)ccc1Cl|c1c(C(*)=O)ccc([N+]([O-])=O)c1,True,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
659,O=C(NCc1cn(C(=O)c2cccc([N+](=O)[O-])c2Cl)c2cc(Cl)ccc2c1=O)c1ccc2scnc2c1,C(c1cn([*])c2cc(Cl)ccc2c1=O)NC(c1ccc2c(c1)ncs2)=O,*C(=O)c1c(Cl)c([N+]([O-])=O)ccc1,False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
660,CCCCNC(=O)n1cc(CNC(=O)c2ccc3scnc3c2)c(=O)c2ccc(Cl)cc21,C(c1cn([*])c2cc(Cl)ccc2c1=O)NC(c1ccc2c(c1)ncs2)=O,C(NC(=O)*)CCC,True,False,True,['Aliphatic long chain']
661,O=C(NCc1cn(C(=O)CCl)c2cc(Cl)ccc2c1=O)c1ccc2scnc2c1,C(c1cn([*])c2cc(Cl)ccc2c1=O)NC(c1ccc2c(c1)ncs2)=O,O=C(CCl)*,True,False,True,['alkyl halide']
662,O=C(NCc1cn(-c2ccccc2)c2cc(NCCCO)ccc2c1=O)c1ccc2scnc2c1,c1cc2c(cc1[*])n(-c1ccccc1)cc(CNC(c1cc3ncsc3cc1)=O)c2=O,*NCCCO,True,False,True,['Aliphatic long chain']
663,O=C(NCc1cn(-c2ccccc2)c2cc(C#CC3CCCCC3)ccc2c1=O)c1ccc2scnc2c1,c1cc2c(cc1[*])n(-c1ccccc1)cc(CNC(c1cc3ncsc3cc1)=O)c2=O,C1C(C#C*)CCCC1,False,False,True,['triple bond']
664,O=C(NCc1cn(-c2ccccc2)c2cc(C#CC3CCCOC3)ccc2c1=O)c1ccc2scnc2c1,c1cc2c(cc1[*])n(-c1ccccc1)cc(CNC(c1cc3ncsc3cc1)=O)c2=O,C1C(C#C*)CCCO1,False,False,True,['triple bond']
665,O=C(NCc1cn(-c2ccccc2)c2cc(C#CCOCC3CCCC3)ccc2c1=O)c1ccc2scnc2c1,c1cc2c(cc1[*])n(-c1ccccc1)cc(CNC(c1cc3ncsc3cc1)=O)c2=O,C1CCCC1COCC#C*,False,False,True,"['Aliphatic long chain', 'triple bond']"
666,O=C(NCc1cn(-c2ccccc2)c2cc(C#CCN3CCCCC3)ccc2c1=O)c1ccc2scnc2c1,c1cc2c(cc1[*])n(-c1ccccc1)cc(CNC(c1cc3ncsc3cc1)=O)c2=O,C1CCCCN1CC#C*,False,False,True,['triple bond']
667,COc1cc(-c2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)ccc1N,c1cc2c(cc1[*])n(-c1ccccc1)cc(CNC(c1cc3ncsc3cc1)=O)c2=O,c1(N)ccc(*)cc1OC,False,False,True,['aniline']
668,C#Cc1ccc(-c2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)o1,c1cc2c(cc1[*])n(-c1ccccc1)cc(CNC(c1cc3ncsc3cc1)=O)c2=O,c1cc(*)oc1C#C,False,False,True,['triple bond']
669,NC(=O)n1cc(CNC(=O)N=C(N)N)c(=O)c2ccc(Cl)cc21,c1c(CNC([*])=O)c(=O)c2ccc(Cl)cc2n1[*],C(N)(N)=N*|*C(=O)N,True,False,True,['imine']
670,CCC(=O)n1cc(CNC(=O)NC2CCCCCCC2)c(=O)c2ccc(Cl)cc21,c1c(CNC([*])=O)c(=O)c2ccc(Cl)cc2n1[*],C1(N*)CCCCCCC1|C(*)(CC)=O,True,True,False,[]
671,C=CCN(C)C(=O)NCc1cn(C(=O)c2ccccc2N)c2cc(Cl)ccc2c1=O,c1c(CNC([*])=O)c(=O)c2ccc(Cl)cc2n1[*],C=CCN(C)*|Nc1ccccc1C(*)=O,True,False,True,"['aniline', 'isolated alkene']"
672,CC(=O)n1cc(CNC(=O)C(F)(F)C(F)(F)F)c(=O)c2ccc(Cl)cc21,c1c(CNC([*])=O)c(=O)c2ccc(Cl)cc2n1[*],FC(F)(C(*)(F)F)F|*C(=O)C,True,False,True,['perfluorinated chain']
673,N#CNC(=O)NCc1cn(C(=O)c2ccccc2)c2cc(Cl)ccc2c1=O,c1c(CNC([*])=O)c(=O)c2ccc(Cl)cc2n1[*],N#CN*|*C(c1ccccc1)=O,True,False,True,"['cyanate / aminonitrile / thiocyanate', 'enamine']"
674,Nc1cccc(NC(=O)NCc2cn(C(=O)c3ccncc3)c3cc(Cl)ccc3c2=O)c1,c1c(CNC([*])=O)c(=O)c2ccc(Cl)cc2n1[*],c1(N)cc(N*)ccc1|*C(=O)c1ccncc1,True,False,True,['aniline']
675,N=C(N)c1cccc(NC(=O)NCc2cn(C(N)=O)c3cc(Cl)ccc3c2=O)c1,c1c(CNC([*])=O)c(=O)c2ccc(Cl)cc2n1[*],c1c(C(=N)N)cccc1N*|*C(N)=O,True,False,True,['imine']
676,C#CC(C)(CC)c1ccc2c(=O)c(CNC(=O)c3ccc4scnc4c3)cn(-c3ccccc3)c2c1,c1ccc(-n2cc(CNC(c3cc4c(cc3)scn4)=O)c(=O)c3c2cc([*])cc3)cc1,C#CC(CC)(*)C,True,False,True,['triple bond']
677,C=CC(C)(C)c1ccc2c(=O)c(CNC(=O)c3ccc4scnc4c3)cn(-c3ccccc3)c2c1,c1ccc(-n2cc(CNC(c3cc4c(cc3)scn4)=O)c(=O)c3c2cc([*])cc3)cc1,C(=C)C(C)(*)C,True,False,True,['isolated alkene']
678,C#CC1(c2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)CCN(CC(C)C)CC1,c1ccc(-n2cc(CNC(c3cc4c(cc3)scn4)=O)c(=O)c3c2cc([*])cc3)cc1,C(N1CCC(C#C)(*)CC1)C(C)C,False,False,True,['triple bond']
679,CC1CCC(O)(C#Cc2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)CC1,c1ccc(-n2cc(CNC(c3cc4c(cc3)scn4)=O)c(=O)c3c2cc([*])cc3)cc1,C1C(C#C*)(O)CCC(C)C1,False,False,True,['triple bond']
680,CN1CCC(C#Cc2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)CC1,c1ccc(-n2cc(CNC(c3cc4c(cc3)scn4)=O)c(=O)c3c2cc([*])cc3)cc1,C1CN(C)CCC1C#C*,False,False,True,['triple bond']
681,Cc1cccc(C#Cc2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)c1,c1ccc(-n2cc(CNC(c3cc4c(cc3)scn4)=O)c(=O)c3c2cc([*])cc3)cc1,c1c(C)cc(C#C*)cc1,False,False,True,['triple bond']
682,NC(=O)C(=O)n1cc(CNC(=O)c2ccc3scnc3c2)c(=O)c2ccc(Cl)cc21,s1cnc2cc(C(=O)NCc3c(=O)c4ccc(Cl)cc4n([*])c3)ccc12,C(=O)(C(*)=O)N,True,False,True,['diketo group']
683,CC1=CCCCC1C(=O)n1cc(CNC(=O)c2ccc3scnc3c2)c(=O)c2ccc(Cl)cc21,s1cnc2cc(C(=O)NCc3c(=O)c4ccc(Cl)cc4n([*])c3)ccc12,C1CC=C(C)C(C(=O)*)C1,True,False,True,['isolated alkene']
684,Cc1ccc([N+](=O)[O-])cc1C(=O)n1cc(CNC(=O)c2ccc3scnc3c2)c(=O)c2ccc(Cl)cc21,s1cnc2cc(C(=O)NCc3c(=O)c4ccc(Cl)cc4n([*])c3)ccc12,Cc1c(C(*)=O)cc([N+]([O-])=O)cc1,False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
685,CCC#Cc1ccc2c(=O)c(CNC(=O)c3ccc4scnc4c3)cn(-c3ccccc3)c2c1,C(NC(=O)c1ccc2scnc2c1)c1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1,*C#CCC,True,False,True,['triple bond']
686,O=Cc1ccc(-c2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)cc1,C(NC(=O)c1ccc2scnc2c1)c1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1,*c1ccc(C=O)cc1,False,False,True,['aldehyde']
687,O=C(NCc1cn(-c2ccccc2)c2cc(C#CCCCO)ccc2c1=O)c1ccc2scnc2c1,C(NC(=O)c1ccc2scnc2c1)c1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1,C(C#C*)CCO,True,False,True,"['Aliphatic long chain', 'triple bond']"
688,O=C(NCc1cn(-c2ccccc2)c2cc(C#CCc3ccco3)ccc2c1=O)c1ccc2scnc2c1,C(NC(=O)c1ccc2scnc2c1)c1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1,C(c1occc1)C#C*,False,False,True,['triple bond']
689,O=C(NCc1cn(-c2ccccc2)c2cc(C#CC3(O)CCOCC3)ccc2c1=O)c1ccc2scnc2c1,C(NC(=O)c1ccc2scnc2c1)c1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1,C1OCCC(C#C*)(O)C1,False,False,True,['triple bond']
690,O=C(NCc1cn(-c2ccccc2)c2cc(-c3cc4c(cc3Cl)OCO4)ccc2c1=O)c1ccc2scnc2c1,C(NC(=O)c1ccc2scnc2c1)c1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1,O1COc2cc(Cl)c(*)cc21,False,False,True,['acetal']
691,CC#Cc1ccc(-c2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)cc1Cl,C(NC(=O)c1ccc2scnc2c1)c1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1,c1(*)cc(Cl)c(C#CC)cc1,False,False,True,['triple bond']
692,NC(=O)NCc1cn(C(=O)C(Cl)Cl)c2cc(Cl)ccc2c1=O,c1(=O)c(CNC([*])=O)cn([*])c2cc(Cl)ccc12,*N|*C(C(Cl)Cl)=O,True,False,True,['alkyl halide']
693,C#CC(C)(C)NC(=O)NCc1cn(C(=O)CCC)c2cc(Cl)ccc2c1=O,c1(=O)c(CNC([*])=O)cn([*])c2cc(Cl)ccc12,C(C)(N*)(C#C)C|*C(=O)CCC,True,False,True,['triple bond']
694,CC(C)(C)C(=O)n1cc(CNC(=O)NCC2C3CC4C=CC(C3)C42c2ccccc2)c(=O)c2ccc(Cl)cc21,c1(=O)c(CNC([*])=O)cn([*])c2cc(Cl)ccc12,C1=CC2C3(c4ccccc4)C(CN*)C(C2)CC13|C(C(C)(C)C)(*)=O,False,False,True,['isolated alkene']
695,CNC(=O)n1cc(CNC(=O)NC2CC=CCC2)c(=O)c2ccc(Cl)cc21,c1(=O)c(CNC([*])=O)cn([*])c2cc(Cl)ccc12,C1C=CCCC1N*|*C(=O)NC,True,False,True,['isolated alkene']
696,CC(=O)n1cc(CNC(=O)NCCC2=CCCCC2)c(=O)c2ccc(Cl)cc21,c1(=O)c(CNC([*])=O)cn([*])c2cc(Cl)ccc12,C1CCC=C(CCN*)C1|O=C(C)*,True,False,True,['isolated alkene']
697,CC(=O)c1ccc(O)c(N=Nc2ccc(NC(=O)NCc3cn(C(=O)c4ccccc4Cl)c4cc(Cl)ccc4c3=O)cc2)c1,c1(=O)c(CNC([*])=O)cn([*])c2cc(Cl)ccc12,c1(N*)ccc(N=Nc2cc(C(=O)C)ccc2O)cc1|c1ccc(C(*)=O)c(Cl)c1,False,False,True,['diazo group']
698,Cc1cc(C(=O)n2cc(CNC(=O)c3ccc4scnc4c3)c(=O)c3ccc(Cl)cc32)ccc1N,c12scnc1cc(C(NCc1c(=O)c3c(cc(Cl)cc3)n([*])c1)=O)cc2,c1c(C(=O)*)cc(C)c(N)c1,True,False,True,['aniline']
699,Cc1ccc(C(=O)n2cc(CNC(=O)c3ccc4scnc4c3)c(=O)c3ccc(Cl)cc32)cc1[N+](=O)[O-],c12scnc1cc(C(NCc1c(=O)c3c(cc(Cl)cc3)n([*])c1)=O)cc2,c1c(C)c([N+]([O-])=O)cc(C(*)=O)c1,False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
700,NC(=O)NCc1cn(C(=O)C2CC=CCC2)c2cc(Cl)ccc2c1=O,C(NC([*])=O)c1c(=O)c2c(cc(Cl)cc2)n([*])c1,*N|C1=CCC(C(*)=O)CC1,True,False,True,['isolated alkene']
701,CNC(=O)n1cc(CNC(=O)N2CCCC3=CCCCC3C2)c(=O)c2ccc(Cl)cc21,C(NC([*])=O)c1c(=O)c2c(cc(Cl)cc2)n([*])c1,C1C2C(=CCC1)CCCN(*)C2|C(=O)(NC)*,True,False,True,['isolated alkene']
702,CC1CC1C(=O)n1cc(CNC(=O)NC(=O)CCl)c(=O)c2ccc(Cl)cc21,C(NC([*])=O)c1c(=O)c2c(cc(Cl)cc2)n([*])c1,ClCC(N*)=O|C1(C)CC1C(=O)*,True,False,True,['alkyl halide']
703,CC(C)C(NC(=O)NCc1cn(C(=O)c2ccccc2)c2cc(Cl)ccc2c1=O)C(F)(F)C(F)(F)F,C(NC([*])=O)c1c(=O)c2c(cc(Cl)cc2)n([*])c1,FC(C(C(C(C)C)N*)(F)F)(F)F|*C(c1ccccc1)=O,True,False,True,['perfluorinated chain']
704,CC(=O)n1cc(CNC(=O)NC2CCCCCCC2)c(=O)c2ccc(Cl)cc21,C(NC([*])=O)c1c(=O)c2c(cc(Cl)cc2)n([*])c1,N(C1CCCCCCC1)*|O=C(C)*,True,True,False,[]
705,NC(=O)NCc1cn(C(=O)C2CCCCCCC2)c2cc(Cl)ccc2c1=O,C(NC([*])=O)c1c(=O)c2c(cc(Cl)cc2)n([*])c1,N*|C1CC(C(*)=O)CCCCC1,True,True,False,[]
706,O=C(NCc1cn(-c2ccccc2)c2cc(C#CCCO)ccc2c1=O)c1ccc2scnc2c1,N(Cc1cn(-c2ccccc2)c2c(ccc([*])c2)c1=O)C(c1ccc2scnc2c1)=O,C(*)#CCCO,True,False,True,['triple bond']
707,C#CCCCOc1ccccc1-c1ccc2c(=O)c(CNC(=O)c3ccc4scnc4c3)cn(-c3ccccc3)c2c1,N(Cc1cn(-c2ccccc2)c2c(ccc([*])c2)c1=O)C(c1ccc2scnc2c1)=O,C(C#C)CCOc1c(*)cccc1,False,False,True,"['Aliphatic long chain', 'triple bond']"
708,O=C(NCc1cn(-c2ccccc2)c2cc(C#CC3(O)CCCc4ccccc43)ccc2c1=O)c1ccc2scnc2c1,N(Cc1cn(-c2ccccc2)c2c(ccc([*])c2)c1=O)C(c1ccc2scnc2c1)=O,C1Cc2ccccc2C(C#C*)(O)C1,False,False,True,['triple bond']
709,CC(O)(C#Cc1ccc2c(=O)c(CNC(=O)c3ccc4scnc4c3)cn(-c3ccccc3)c2c1)CO,N(Cc1cn(-c2ccccc2)c2c(ccc([*])c2)c1=O)C(c1ccc2scnc2c1)=O,OC(CO)(C)C#C*,True,False,True,['triple bond']
710,Cc1ccc(C#Cc2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)o1,N(Cc1cn(-c2ccccc2)c2c(ccc([*])c2)c1=O)C(c1ccc2scnc2c1)=O,c1(C#C*)ccc(C)o1,False,False,True,['triple bond']
711,O=C(NCc1cn(C(=O)CS)c2cc(Cl)ccc2c1=O)c1ccc2scnc2c1,c1(C(NCc2c(=O)c3c(n([*])c2)cc(Cl)cc3)=O)ccc2c(c1)ncs2,C(S)C(=O)*,True,False,True,['thiol']
712,CC#CC1(C(=O)n2cc(CNC(=O)c3ccc4scnc4c3)c(=O)c3ccc(Cl)cc32)CCCCC1C,c1(C(NCc2c(=O)c3c(n([*])c2)cc(Cl)cc3)=O)ccc2c(c1)ncs2,C1(C)CCCCC1(C#CC)C(=O)*,False,False,True,['triple bond']
713,O=C(NCc1cn(C(=O)C(Cl)(Cl)Cl)c2cc(Cl)ccc2c1=O)c1ccc2scnc2c1,[*]n1cc(CNC(c2cc3ncsc3cc2)=O)c(=O)c2ccc(Cl)cc12,ClC(Cl)(C(*)=O)Cl,True,False,True,['alkyl halide']
714,Nc1cc(Cl)ccc1C(=O)n1cc(CNC(=O)c2ccc3scnc3c2)c(=O)c2ccc(Cl)cc21,[*]n1cc(CNC(c2cc3ncsc3cc2)=O)c(=O)c2ccc(Cl)cc12,c1cc(Cl)cc(N)c1C(*)=O,True,False,True,['aniline']
715,CC(=O)n1cc(CNC(=O)NN=C(C)c2cccs2)c(=O)c2ccc(Cl)cc21,c1c(CNC([*])=O)c(=O)c2c(n1[*])cc(Cl)cc2,C(=NN*)(C)c1cccs1|C(=O)(*)C,True,False,True,['Oxygen-nitrogen single bond']
716,Cc1ccc(C(=O)n2cc(CNC(=O)N=C(N)N)c(=O)c3ccc(Cl)cc32)cc1,c1c(CNC([*])=O)c(=O)c2c(n1[*])cc(Cl)cc2,NC(=N*)N|c1(C(=O)*)ccc(C)cc1,True,False,True,['imine']
717,CC(C)(C)C(=O)n1cc(CNC(=O)Nc2ccnc(Cl)c2)c(=O)c2ccc(Cl)cc21,c1c(CNC([*])=O)c(=O)c2c(n1[*])cc(Cl)cc2,c1(Cl)cc(N*)ccn1|CC(C)(C)C(=O)*,True,False,True,['2-halo pyridine']
718,O=C(NCc1cn(-c2ccccc2)c2cc(-c3cc[n+]([O-])cc3)ccc2c1=O)c1ccc2scnc2c1,c1c2ncsc2ccc1C(NCc1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1)=O,*c1cc[n+]([O-])cc1,False,False,True,['N oxide']
719,O=C(NCc1cn(-c2ccccc2)c2cc(-c3ccnc(F)c3)ccc2c1=O)c1ccc2scnc2c1,c1c2ncsc2ccc1C(NCc1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1)=O,*c1ccnc(F)c1,False,False,True,['2-halo pyridine']
720,O=C(NCc1cn(-c2ccccc2)c2cc(C#Cc3ccc(Cl)cc3)ccc2c1=O)c1ccc2scnc2c1,c1c2ncsc2ccc1C(NCc1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1)=O,c1(C#C*)ccc(Cl)cc1,False,False,True,['triple bond']
721,O=C(NCc1cn(-c2ccccc2)c2cc(C#Cc3c(F)cccc3F)ccc2c1=O)c1ccc2scnc2c1,c1c2ncsc2ccc1C(NCc1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1)=O,c1(F)cccc(F)c1C#C*,False,False,True,['triple bond']
722,CC(C#Cc1ccc2c(=O)c(CNC(=O)c3ccc4scnc4c3)cn(-c3ccccc3)c2c1)NC1CCOCC1,C(=O)(NCc1c(=O)c2c(n(-c3ccccc3)c1)cc([*])cc2)c1cc2c(cc1)scn2,O1CCC(NC(C)C#C*)CC1,False,False,True,['triple bond']
723,O=C(NCc1cn(-c2ccccc2)c2cc(-c3ccc([N+](=O)[O-])cc3)ccc2c1=O)c1ccc2scnc2c1,C(=O)(NCc1c(=O)c2c(n(-c3ccccc3)c1)cc([*])cc2)c1cc2c(cc1)scn2,[O-][N+](=O)c1ccc(*)cc1,False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
724,O=C(NCc1cn(-c2ccccc2)c2cc(C#Cc3ccc4ncccc4c3)ccc2c1=O)c1ccc2scnc2c1,C(=O)(NCc1c(=O)c2c(n(-c3ccccc3)c1)cc([*])cc2)c1cc2c(cc1)scn2,c1(C#C*)cc2cccnc2cc1,False,False,True,['triple bond']
725,Nc1cccc(-c2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)c1,C(=O)(NCc1c(=O)c2c(n(-c3ccccc3)c1)cc([*])cc2)c1cc2c(cc1)scn2,c1c(*)cc(N)cc1,False,False,True,['aniline']
726,CCCCC#CC(=O)NC(=O)NCc1cn(C(N)=O)c2cc(Cl)ccc2c1=O,c1cc(Cl)cc2n([*])cc(CNC(=O)[*])c(=O)c12,*C(=O)N|C(CCC)C#CC(=O)N*,True,False,True,"['Aliphatic long chain', 'triple bond']"
727,[N-]=[N+]=Nc1ccc(C(=O)NC(=O)NCc2cn(C(N)=O)c3cc(Cl)ccc3c2=O)cc1,c1cc(Cl)cc2n([*])cc(CNC(=O)[*])c(=O)c12,*C(=O)N|c1c(C(N*)=O)ccc(N=[N+]=[N-])c1,True,False,True,"['Azido group', 'diazo group', 'quaternary nitrogen']"
728,CCC(=O)n1cc(CNC(=O)NC2(C(N)=O)CCCN(S(=O)(=O)c3ccccc3[N+](=O)[O-])C2)c(=O)c2ccc(Cl)cc21,c1cc(Cl)cc2n([*])cc(CNC(=O)[*])c(=O)c12,*C(CC)=O|N1(S(c2c([N+]([O-])=O)cccc2)(=O)=O)CCCC(C(N)=O)(N*)C1,False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
729,CC(=O)NNC(=O)NCc1cn(C(=O)C(F)(F)F)c2cc(Cl)ccc2c1=O,c1cc(Cl)cc2n([*])cc(CNC(=O)[*])c(=O)c12,FC(C(*)=O)(F)F|CC(NN*)=O,True,False,True,['Oxygen-nitrogen single bond']
